Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
B-20357,5899,1001,3,Furniture,Tables,COD
B-20358,1687,618,2,Clothing,Hankerchief,EMI
B-20359,2401,171,3,Electronics,Printers,Debit Card
B-20359,97,40,1,Clothing,Kurti,Debit Card
B-20360,549,-33,5,Clothing,Trousers,Debit Card
B-20360,5498,819,3,Electronics,Phones,COD
B-20360,3931,1139,2,Furniture,Tables,COD
B-20361,4670,924,5,Furniture,Bookcases,COD
B-20362,5517,1603,4,Furniture,Bookcases,COD
B-20362,90,-40,3,Clothing,Shirt,UPI
B-20363,1862,241,4,Clothing,Kurti,UPI
B-20364,307,121,3,Electronics,Accessories,COD
B-20364,514,57,3,Electronics,Phones,COD
B-20365,1605,-179,5,Clothing,Stole,UPI
B-20366,665,94,4,Clothing,Leggings,Debit Card
B-20366,1841,215,3,Furniture,Bookcases,COD
B-20367,2258,1047,5,Electronics,Accessories,COD
B-20368,1325,496,2,Furniture,Furnishings,EMI
B-20369,2967,1457,2,Furniture,Chairs,UPI
B-20370,1191,155,2,Electronics,Accessories,COD
B-20370,2708,56,2,Furniture,Chairs,UPI
B-20370,283,-92,5,Clothing,Skirt,COD
B-20371,1377,708,1,Electronics,Printers,COD
B-20372,4761,2121,2,Electronics,Printers,COD
B-20373,4946,531,2,Electronics,Accessories,EMI
B-20374,242,63,4,Clothing,Leggings,Debit Card
B-20374,4555,978,4,Electronics,Phones,UPI
B-20375,1547,1020,5,Clothing,Shirt,Debit Card
B-20376,773,-322,3,Clothing,Kurti,COD
B-20377,1227,-534,2,Clothing,Trousers,Debit Card
B-20378,1837,1094,3,Electronics,Accessories,Credit Card
B-20379,4313,2145,2,Electronics,Electronic Games,Credit Card
B-20379,3131,1282,5,Furniture,Tables,Credit Card
B-20380,1117,415,2,Clothing,Kurti,UPI
B-20380,824,179,2,Electronics,Printers,Credit Card
B-20381,1753,-407,5,Clothing,Shirt,UPI
B-20382,1946,713,2,Furniture,Tables,EMI
B-20383,724,282,3,Furniture,Furnishings,Debit Card
B-20383,1801,653,1,Clothing,Trousers,Debit Card
B-20383,2851,721,2,Electronics,Printers,COD
B-20384,3477,1097,1,Electronics,Phones,Credit Card
B-20384,1182,410,3,Clothing,Kurti,COD
B-20384,5526,1944,2,Furniture,Bookcases,UPI
B-20385,3101,1183,2,Electronics,Printers,COD
B-20386,5612,326,5,Furniture,Tables,COD
B-20387,3087,1194,3,Electronics,Phones,Credit Card
B-20388,711,334,4,Clothing,Hankerchief,COD
B-20389,32,-15,1,Clothing,Kurti,Credit Card
B-20390,5239,2818,5,Electronics,Accessories,UPI
B-20390,2835,691,3,Furniture,Furnishings,COD
B-20391,3304,2056,4,Electronics,Printers,Debit Card
B-20391,4980,656,2,Electronics,Accessories,Credit Card
B-20392,1532,-448,2,Clothing,Trousers,UPI
B-20392,5627,391,1,Furniture,Tables,UPI
B-20392,3208,1582,2,Electronics,Phones,UPI
B-20393,3951,1195,5,Electronics,Accessories,COD
B-20393,1948,-858,3,Clothing,Skirt,Credit Card
B-20393,2334,397,3,Electronics,Electronic Games,COD
B-20394,1468,-459,4,Clothing,Kurti,EMI
B-20395,839,218,3,Clothing,Hankerchief,Debit Card
B-20395,5753,3413,2,Electronics,Electronic Games,Credit Card
B-20396,393,178,1,Clothing,Skirt,UPI
B-20397,1096,-222,1,Clothing,Leggings,UPI
B-20398,2026,199,3,Furniture,Chairs,COD
B-20398,568,115,3,Clothing,Leggings,Credit Card
B-20399,2879,447,5,Furniture,Furnishings,Credit Card
B-20400,5698,2804,4,Electronics,Accessories,Credit Card
B-20400,1505,-686,2,Clothing,Saree,COD
B-20400,1076,457,3,Clothing,Skirt,EMI
B-20401,234,90,4,Clothing,Saree,EMI
B-20401,709,109,5,Furniture,Chairs,COD
B-20402,903,-267,2,Clothing,Trousers,UPI
B-20403,67,-10,5,Clothing,Hankerchief,COD
B-20403,596,-257,3,Clothing,Leggings,COD
B-20404,2195,122,3,Furniture,Tables,EMI
B-20405,4802,1151,4,Electronics,Accessories,Credit Card
B-20406,5804,438,1,Furniture,Tables,COD
B-20406,3020,881,5,Electronics,Electronic Games,EMI
B-20407,4184,339,2,Electronics,Accessories,COD
B-20408,1357,655,1,Furniture,Chairs,COD
B-20408,360,193,4,Clothing,Leggings,UPI
B-20409,543,-198,4,Clothing,Kurti,COD
B-20410,1297,-251,4,Clothing,Trousers,COD
B-20410,1295,724,1,Electronics,Printers,Credit Card
B-20411,356,111,3,Electronics,Printers,UPI
B-20412,1670,617,2,Clothing,Stole,EMI
B-20413,5494,1239,5,Furniture,Chairs,COD
B-20414,3638,266,1,Electronics,Printers,Debit Card
B-20414,1109,465,5,Furniture,Bookcases,Debit Card
B-20415,1586,-680,5,Clothing,Skirt,UPI
B-20415,5614,1329,1,Furniture,Bookcases,Debit Card
B-20415,4729,1276,3,Furniture,Bookcases,UPI
B-20416,5600,515,3,Furniture,Tables,COD
B-20417,308,-4,3,Clothing,Trousers,UPI
B-20418,5622,1718,4,Furniture,Furnishings,UPI
B-20419,807,145,2,Furniture,Chairs,Credit Card
B-20419,307,148,2,Clothing,T-shirt,COD
B-20420,5933,1216,4,Furniture,Bookcases,Credit Card
B-20421,2359,1477,5,Electronics,Printers,UPI
B-20422,2064,776,1,Furniture,Bookcases,Debit Card
B-20423,2339,1227,4,Electronics,Printers,COD
B-20424,172,6,2,Clothing,Trousers,Credit Card
B-20424,1395,-462,4,Clothing,Saree,COD
B-20425,1951,397,1,Clothing,Leggings,Debit Card
B-20425,1139,-199,2,Clothing,Trousers,UPI
B-20426,3503,2062,2,Electronics,Accessories,UPI
B-20426,2172,1265,2,Electronics,Accessories,COD
B-20427,94,-2,4,Clothing,Stole,UPI
B-20428,3201,198,1,Electronics,Phones,UPI
B-20429,1127,-268,4,Clothing,Trousers,UPI
B-20430,3179,2034,3,Electronics,Electronic Games,Debit Card
B-20431,5092,2008,3,Electronics,Electronic Games,UPI
B-20431,436,0,4,Clothing,Skirt,COD
B-20431,5184,2236,5,Electronics,Printers,UPI
B-20432,5663,1485,3,Furniture,Chairs,UPI
B-20433,5496,147,2,Furniture,Tables,UPI
B-20434,1474,572,4,Furniture,Chairs,Credit Card
B-20435,575,-157,4,Clothing,Trousers,EMI
B-20436,684,329,3,Clothing,Saree,UPI
B-20436,1833,-526,3,Clothing,Hankerchief,COD
B-20437,77,45,5,Clothing,Leggings,COD
B-20438,3921,2196,4,Electronics,Accessories,Credit Card
B-20439,914,533,2,Electronics,Phones,COD
B-20440,417,90,2,Clothing,Skirt,Credit Card
B-20440,964,231,1,Furniture,Bookcases,UPI
B-20441,317,37,2,Electronics,Electronic Games,UPI
B-20441,1033,-327,2,Clothing,Trousers,COD
B-20442,1227,395,1,Clothing,Trousers,Credit Card
B-20443,1655,754,1,Clothing,Shirt,Debit Card
B-20444,3746,543,3,Furniture,Furnishings,Debit Card
B-20445,5800,2747,4,Electronics,Phones,UPI
B-20446,1416,-421,4,Clothing,Hankerchief,UPI
B-20447,452,114,1,Electronics,Electronic Games,COD
B-20447,4786,1588,4,Furniture,Bookcases,EMI
B-20448,4645,1870,4,Electronics,Electronic Games,Credit Card
B-20449,1744,-470,5,Clothing,Kurti,Credit Card
B-20449,5268,3308,5,Electronics,Printers,COD
B-20450,3663,368,3,Electronics,Accessories,EMI
B-20451,1375,427,4,Clothing,Kurti,Debit Card
B-20452,1274,844,1,Clothing,Trousers,Credit Card
B-20453,5238,1223,4,Electronics,Accessories,UPI
B-20454,372,131,1,Clothing,Skirt,COD
B-20455,4900,2301,3,Furniture,Furnishings,COD
B-20456,3099,165,2,Furniture,Chairs,COD
B-20457,4784,2234,4,Furniture,Chairs,COD
B-20457,2899,1024,5,Electronics,Accessories,Credit Card
B-20458,1509,-85,4,Clothing,Hankerchief,EMI
B-20458,4861,2628,3,Electronics,Printers,UPI
B-20459,1482,-217,3,Clothing,Skirt,COD
B-20459,1886,690,2,Electronics,Accessories,UPI
B-20459,5437,2080,5,Furniture,Furnishings,COD
B-20460,93,-31,4,Clothing,Leggings,UPI
B-20461,928,238,2,Electronics,Printers,COD
B-20461,5362,404,3,Electronics,Electronic Games,UPI
B-20461,874,552,1,Clothing,Shirt,EMI
B-20462,1871,1223,3,Clothing,Kurti,UPI
B-20463,1238,854,3,Clothing,Hankerchief,EMI
B-20464,4564,1318,1,Furniture,Bookcases,EMI
B-20464,1685,748,1,Furniture,Tables,Credit Card
B-20465,675,366,5,Electronics,Printers,EMI
B-20465,911,100,4,Clothing,Trousers,Credit Card
B-20465,583,301,2,Electronics,Electronic Games,Debit Card
B-20466,1464,-627,2,Clothing,Leggings,EMI
B-20467,856,181,3,Electronics,Accessories,Credit Card
B-20468,4059,1512,2,Furniture,Chairs,UPI
B-20469,1045,582,2,Clothing,Skirt,Debit Card
B-20470,4770,1217,4,Electronics,Phones,Credit Card
B-20471,974,-249,4,Clothing,T-shirt,COD
B-20471,64,-25,3,Clothing,Leggings,UPI
B-20472,803,437,5,Electronics,Electronic Games,COD
B-20473,3203,1489,4,Furniture,Bookcases,UPI
B-20474,4212,1419,3,Electronics,Accessories,COD
B-20475,1294,284,1,Electronics,Accessories,Debit Card
B-20476,1600,-554,2,Clothing,Trousers,Credit Card
B-20477,1978,-177,5,Clothing,Leggings,COD
B-20478,1964,467,3,Furniture,Furnishings,EMI
B-20478,483,210,5,Clothing,Trousers,UPI
B-20479,1243,48,5,Clothing,Kurti,EMI
B-20480,375,121,5,Clothing,Hankerchief,COD
B-20481,4354,2479,3,Electronics,Phones,Credit Card
B-20482,857,528,4,Electronics,Electronic Games,EMI
B-20482,1713,60,3,Clothing,Hankerchief,Debit Card
B-20483,4555,1459,3,Electronics,Printers,UPI
B-20484,2140,138,5,Electronics,Phones,UPI
B-20485,1128,-133,3,Clothing,Kurti,Debit Card
B-20485,797,114,3,Electronics,Phones,UPI
B-20486,4523,1651,5,Electronics,Accessories,UPI
B-20487,1462,60,2,Clothing,Shirt,Debit Card
B-20488,1002,-301,4,Clothing,Hankerchief,UPI
B-20488,3948,1499,2,Electronics,Phones,Credit Card
B-20489,1304,721,4,Electronics,Accessories,COD
B-20489,778,481,1,Clothing,Kurti,COD
B-20489,2117,106,1,Furniture,Furnishings,UPI
B-20490,818,8,1,Clothing,Saree,Credit Card
B-20490,5357,2596,5,Electronics,Accessories,UPI
B-20490,986,548,4,Clothing,Leggings,COD
B-20491,3056,742,2,Furniture,Bookcases,COD
B-20491,4104,165,4,Furniture,Furnishings,COD
B-20492,4550,2044,3,Electronics,Phones,Credit Card
B-20492,4697,1279,2,Electronics,Accessories,COD
B-20493,512,266,2,Electronics,Electronic Games,COD
B-20494,518,-46,2,Clothing,Kurti,Debit Card
B-20495,1978,-833,3,Clothing,Saree,Credit Card
B-20496,4865,573,5,Electronics,Electronic Games,EMI
B-20497,927,451,4,Clothing,Trousers,Credit Card
B-20498,1697,924,2,Clothing,Kurti,COD
B-20498,644,-133,2,Clothing,Skirt,COD
B-20499,366,206,3,Electronics,Phones,COD
B-20499,1673,634,1,Clothing,Hankerchief,COD
B-20500,3995,984,5,Electronics,Accessories,COD
B-20501,1742,322,4,Clothing,Stole,Credit Card
B-20502,7,0,5,Clothing,T-shirt,UPI
B-20503,836,43,3,Furniture,Bookcases,UPI
B-20504,1880,980,4,Electronics,Accessories,UPI
B-20505,898,90,2,Clothing,Kurti,Credit Card
B-20506,2834,1668,5,Electronics,Phones,Debit Card
B-20506,1889,946,4,Electronics,Accessories,Debit Card
B-20507,3588,1485,1,Furniture,Chairs,COD
B-20507,304,72,2,Clothing,Skirt,UPI
B-20508,919,-169,2,Clothing,Skirt,UPI
B-20509,5232,2345,5,Electronics,Accessories,Debit Card
B-20509,4417,1493,1,Electronics,Printers,COD
B-20510,5150,2158,2,Electronics,Printers,Credit Card
B-20510,218,-12,1,Clothing,Trousers,UPI
B-20510,1277,-103,3,Clothing,Stole,Credit Card
B-20511,5645,2760,5,Furniture,Chairs,COD
B-20512,350,199,3,Electronics,Electronic Games,UPI
B-20513,38,-15,2,Clothing,Shirt,COD
B-20513,436,262,4,Clothing,Skirt,COD
B-20514,1138,559,1,Electronics,Printers,COD
B-20515,5374,2304,5,Electronics,Phones,COD
B-20515,5176,2542,1,Electronics,Accessories,Credit Card
B-20515,1237,664,2,Clothing,Trousers,EMI
B-20516,1958,664,2,Clothing,Stole,COD
B-20517,4940,1603,4,Furniture,Tables,COD
B-20517,1110,246,5,Furniture,Chairs,COD
B-20518,3710,225,4,Electronics,Printers,COD
B-20518,1297,666,2,Clothing,Stole,UPI
B-20519,981,21,5,Furniture,Bookcases,Credit Card
B-20519,406,-39,1,Clothing,Stole,EMI
B-20520,1529,-447,3,Clothing,Leggings,UPI
B-20521,2961,1472,4,Furniture,Chairs,COD
B-20521,3143,600,1,Furniture,Tables,UPI
B-20521,1835,668,1,Furniture,Bookcases,UPI
B-20522,1553,701,3,Clothing,T-shirt,COD
B-20522,760,-198,1,Clothing,Kurti,UPI
B-20523,1424,-34,4,Clothing,Saree,Credit Card
B-20524,321,-132,5,Clothing,Stole,Debit Card
B-20524,4647,2672,1,Electronics,Accessories,COD
B-20525,1212,-585,5,Clothing,Hankerchief,UPI
B-20525,3175,1242,5,Furniture,Bookcases,UPI
B-20525,5286,2532,5,Electronics,Printers,COD
B-20526,1988,995,2,Electronics,Accessories,COD
B-20527,1164,315,3,Clothing,Leggings,Credit Card
B-20527,4043,813,4,Electronics,Electronic Games,Debit Card
B-20527,2399,1523,5,Electronics,Printers,EMI
B-20528,658,-283,1,Clothing,Trousers,Credit Card
B-20528,914,316,1,Electronics,Accessories,COD
B-20529,2993,1105,1,Furniture,Tables,UPI
B-20529,1400,-376,3,Clothing,Hankerchief,Credit Card
B-20529,2965,442,3,Electronics,Phones,Debit Card
B-20530,3458,785,3,Furniture,Tables,COD
B-20530,916,-390,1,Clothing,Shirt,UPI
B-20531,5123,1042,4,Electronics,Printers,UPI
B-20531,2822,1013,2,Electronics,Electronic Games,COD
B-20532,3108,1886,2,Electronics,Accessories,Debit Card
B-20532,1579,125,4,Furniture,Chairs,Debit Card
B-20533,515,29,2,Furniture,Chairs,UPI
B-20534,863,39,4,Clothing,Saree,EMI
B-20535,1858,-381,2,Clothing,T-shirt,Credit Card
B-20536,799,84,1,Clothing,Kurti,COD
B-20536,1691,262,5,Electronics,Accessories,COD
B-20537,646,437,5,Clothing,Trousers,UPI
B-20538,3307,1225,3,Furniture,Chairs,COD
B-20538,335,43,1,Clothing,Skirt,Credit Card
B-20539,4329,681,1,Electronics,Accessories,UPI
B-20540,912,382,3,Furniture,Chairs,Credit Card
B-20541,1857,1008,5,Clothing,T-shirt,UPI
B-20541,768,-71,1,Clothing,Saree,Credit Card
B-20541,1871,596,3,Furniture,Tables,COD
B-20542,1924,244,3,Electronics,Accessories,COD
B-20543,5140,1422,2,Furniture,Bookcases,COD
B-20543,5571,3384,2,Electronics,Electronic Games,EMI
B-20544,1476,-272,1,Clothing,Kurti,EMI
B-20544,4524,2271,2,Electronics,Accessories,COD
B-20545,284,103,2,Clothing,Leggings,COD
B-20546,2099,124,1,Electronics,Electronic Games,COD
B-20547,2014,121,2,Furniture,Tables,Credit Card
B-20548,1979,1025,3,Clothing,Trousers,UPI
B-20549,1981,136,2,Clothing,T-shirt,Credit Card
B-20549,822,203,4,Clothing,T-shirt,UPI
B-20550,2005,378,5,Furniture,Furnishings,Credit Card
B-20550,134,-32,1,Clothing,Saree,Debit Card
B-20551,929,-277,4,Clothing,Leggings,UPI
B-20551,4445,292,1,Electronics,Accessories,Credit Card
B-20552,1026,-126,3,Clothing,Skirt,UPI
B-20552,841,114,4,Electronics,Electronic Games,UPI
B-20552,295,-101,3,Clothing,Skirt,Debit Card
B-20553,2022,1027,1,Electronics,Printers,UPI
B-20553,3628,2129,1,Electronics,Electronic Games,Credit Card
B-20554,633,198,4,Clothing,T-shirt,Credit Card
B-20555,856,449,1,Electronics,Phones,EMI
B-20556,5275,257,2,Furniture,Bookcases,Credit Card
B-20557,585,62,3,Furniture,Furnishings,COD
B-20558,3076,1624,5,Electronics,Phones,UPI
B-20559,4153,220,3,Furniture,Bookcases,Credit Card
B-20560,4552,2057,3,Electronics,Electronic Games,UPI
B-20561,4630,948,3,Electronics,Accessories,COD
B-20562,1588,175,3,Clothing,Skirt,COD
B-20563,3626,1029,1,Electronics,Printers,COD
B-20564,1456,112,5,Furniture,Furnishings,COD
B-20565,3908,1706,3,Electronics,Accessories,UPI
B-20566,4742,1781,3,Furniture,Furnishings,UPI
B-20567,5561,2393,1,Electronics,Printers,UPI
B-20568,654,0,3,Clothing,Saree,Debit Card
B-20568,3045,658,3,Electronics,Printers,EMI
B-20569,4270,1317,1,Furniture,Chairs,Credit Card
B-20570,5468,2372,3,Electronics,Phones,Debit Card
B-20571,1904,213,3,Electronics,Accessories,COD
B-20572,226,60,5,Clothing,Hankerchief,UPI
B-20573,2616,117,3,Furniture,Bookcases,EMI
B-20574,1747,883,4,Clothing,Stole,Credit Card
B-20574,886,-102,4,Clothing,Stole,EMI
B-20575,446,11,2,Clothing,Skirt,Credit Card
B-20576,1341,108,1,Electronics,Printers,COD
B-20577,4248,415,3,Furniture,Chairs,COD
B-20578,1487,-246,4,Clothing,Saree,Credit Card
B-20579,4097,416,1,Furniture,Bookcases,COD
B-20579,1260,618,3,Electronics,Printers,EMI
B-20580,125,-6,1,Clothing,Hankerchief,Credit Card
B-20580,4955,1402,1,Electronics,Accessories,UPI
B-20581,2532,1143,2,Electronics,Phones,COD
B-20581,891,99,1,Electronics,Phones,UPI
B-20582,1105,202,4,Clothing,Trousers,Credit Card
B-20582,3674,500,2,Electronics,Electronic Games,COD
B-20583,649,-227,4,Clothing,T-shirt,Credit Card
B-20584,60,-5,4,Clothing,Leggings,EMI
B-20584,2035,432,2,Electronics,Phones,COD
B-20585,2077,201,1,Electronics,Phones,Debit Card
B-20586,2379,1000,5,Electronics,Accessories,Debit Card
B-20587,4486,2097,2,Furniture,Furnishings,Credit Card
B-20587,4482,1754,4,Furniture,Chairs,UPI
B-20587,4617,1783,5,Furniture,Bookcases,COD
B-20588,1341,-107,5,Clothing,Trousers,COD
B-20589,1511,266,4,Electronics,Printers,EMI
B-20590,818,231,2,Clothing,Trousers,COD
B-20591,516,-4,3,Clothing,Shirt,UPI
B-20592,218,-5,3,Clothing,Leggings,EMI
B-20592,5096,1011,5,Electronics,Accessories,Credit Card
B-20592,2739,1238,1,Electronics,Electronic Games,UPI
B-20593,642,43,4,Clothing,Trousers,COD
B-20593,5723,2888,3,Electronics,Accessories,COD
B-20594,410,35,1,Clothing,Skirt,COD
B-20595,3204,80,3,Furniture,Chairs,Credit Card
B-20595,490,313,2,Clothing,Hankerchief,Debit Card
B-20596,1659,-38,3,Clothing,Stole,Credit Card
B-20597,1196,359,1,Furniture,Chairs,Debit Card
B-20597,2227,346,2,Electronics,Accessories,UPI
B-20598,930,500,5,Electronics,Electronic Games,EMI
B-20599,1399,62,5,Clothing,Hankerchief,COD
B-20600,271,150,5,Clothing,Hankerchief,COD
B-20601,5021,1168,4,Furniture,Chairs,Debit Card
B-20602,4469,436,3,Furniture,Tables,Debit Card
B-20603,1770,976,4,Clothing,Shirt,Credit Card
B-20603,2424,1208,3,Furniture,Bookcases,COD
B-20603,4165,1485,4,Electronics,Printers,Debit Card
B-20604,1748,-57,5,Clothing,Hankerchief,Credit Card
B-20605,4243,1711,4,Electronics,Electronic Games,EMI
B-20605,1827,980,4,Electronics,Electronic Games,Debit Card
B-20606,5698,3068,3,Electronics,Accessories,Credit Card
B-20607,2223,1304,4,Electronics,Electronic Games,UPI
B-20608,1651,110,4,Clothing,Kurti,UPI
B-20609,5668,504,4,Furniture,Bookcases,Debit Card
B-20610,536,-166,4,Clothing,Stole,UPI
B-20610,2319,1423,5,Electronics,Printers,Debit Card
B-20611,543,248,2,Electronics,Phones,UPI
B-20612,1256,129,4,Clothing,Stole,Debit Card
B-20613,5213,1931,1,Electronics,Electronic Games,COD
B-20613,810,297,4,Clothing,Kurti,COD
B-20614,1821,619,5,Electronics,Printers,COD
B-20615,4267,672,2,Electronics,Printers,COD
B-20616,2922,234,1,Electronics,Printers,EMI
B-20617,4942,3011,4,Electronics,Printers,COD
B-20617,3070,1654,1,Electronics,Accessories,Credit Card
B-20618,5156,2680,1,Electronics,Phones,COD
B-20619,3293,1374,3,Furniture,Chairs,UPI
B-20620,4423,227,1,Furniture,Tables,Credit Card
B-20620,5693,297,2,Electronics,Printers,COD
B-20621,4901,716,4,Furniture,Chairs,EMI
B-20622,2080,643,5,Electronics,Accessories,EMI
B-20623,4052,2347,4,Electronics,Accessories,UPI
B-20623,5390,1088,4,Furniture,Chairs,Credit Card
B-20623,1629,186,3,Furniture,Bookcases,Debit Card
B-20624,1353,577,2,Furniture,Tables,Credit Card
B-20625,1570,358,1,Electronics,Phones,Debit Card
B-20626,4133,1370,3,Electronics,Accessories,UPI
B-20627,1823,834,2,Electronics,Electronic Games,Debit Card
B-20628,396,264,1,Clothing,T-shirt,UPI
B-20629,1881,-415,4,Clothing,Trousers,COD
B-20629,756,255,5,Furniture,Chairs,Debit Card
B-20630,34,3,2,Clothing,Stole,COD
B-20631,1997,981,3,Electronics,Phones,COD
B-20632,1380,484,2,Clothing,Kurti,COD
B-20633,3418,643,2,Electronics,Electronic Games,UPI
B-20634,1789,-335,2,Clothing,Stole,COD
B-20635,3151,520,4,Furniture,Bookcases,UPI
B-20635,1705,60,5,Furniture,Bookcases,COD
B-20636,3293,1286,1,Furniture,Tables,COD
B-20636,3339,805,5,Furniture,Tables,Credit Card
B-20636,1553,274,5,Clothing,Saree,Debit Card
B-20637,5189,2143,1,Electronics,Phones,Debit Card
B-20638,208,-54,5,Clothing,Stole,Debit Card
B-20639,2682,1499,1,Electronics,Accessories,Credit Card
B-20640,2274,422,1,Electronics,Phones,Credit Card
B-20641,787,50,2,Clothing,Kurti,Credit Card
B-20641,3721,1537,3,Electronics,Electronic Games,Debit Card
B-20642,4630,2496,5,Electronics,Accessories,EMI
B-20642,5393,2759,2,Electronics,Accessories,Debit Card
B-20643,562,-220,4,Clothing,Trousers,COD
B-20644,1324,-62,4,Clothing,Saree,Credit Card
B-20645,2612,668,3,Furniture,Furnishings,COD
B-20645,1248,605,3,Clothing,Saree,EMI
B-20646,3172,1280,3,Furniture,Tables,EMI
B-20646,2716,1286,5,Electronics,Electronic Games,UPI
B-20647,5239,3006,2,Electronics,Printers,UPI
B-20647,3331,770,5,Furniture,Tables,UPI
B-20647,2613,214,1,Furniture,Chairs,UPI
B-20648,2286,604,3,Furniture,Chairs,COD
B-20649,2021,281,5,Electronics,Electronic Games,Debit Card
B-20649,3028,355,3,Furniture,Bookcases,Credit Card
B-20650,5468,1325,4,Furniture,Chairs,Credit Card
B-20650,5886,1743,2,Furniture,Furnishings,EMI
B-20651,1002,331,2,Clothing,Kurti,Credit Card
B-20651,1094,105,1,Electronics,Accessories,Debit Card
B-20652,1226,501,3,Clothing,Stole,Debit Card
B-20653,874,260,5,Clothing,Trousers,UPI
B-20653,5471,801,4,Furniture,Bookcases,COD
B-20654,1445,-461,3,Clothing,T-shirt,EMI
B-20654,918,180,5,Clothing,Saree,COD
B-20655,2457,357,1,Electronics,Electronic Games,EMI
B-20656,1191,-21,4,Clothing,Trousers,COD
B-20657,4551,662,3,Furniture,Tables,COD
B-20657,1528,464,4,Clothing,Hankerchief,UPI
B-20657,2147,422,4,Furniture,Chairs,Credit Card
B-20658,106,69,4,Clothing,Kurti,Credit Card
B-20658,161,48,1,Clothing,Stole,Credit Card
B-20658,1306,415,3,Furniture,Tables,COD
B-20659,578,370,4,Clothing,Kurti,COD
B-20660,4388,350,2,Electronics,Electronic Games,Credit Card
B-20660,2902,298,2,Electronics,Printers,UPI
B-20661,866,43,1,Furniture,Tables,EMI
B-20662,365,87,1,Clothing,T-shirt,UPI
